,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE
PROTOCOL,1.0,0.3607231021663194,-0.43790622160727094,-0.26308507558116884,-0.21067700080494392,-0.2694208500073818,-0.8750799249265394,-0.8860878765001383,-0.5338552831617969,0.1464269749140385,0.08916329745644473,-0.21105731346213025,-0.09072537230937253,-0.09151714358463783,-0.587634906771554,-0.41777226249827504,0.02102692121540277,-0.587634906771554,-0.09974650222657347,-0.21147067710832013,-0.27519365151433595,-0.27525472476784185,-0.15513503664420605,-0.15513564898848323,-0.4874988375311053,-0.15857230019678487,0.09206074621621235,-0.46491331463631197,-0.299553544879135,-0.298995866414409,-0.2733288999859759,-0.8670084190015132,-0.44622377531908264,-0.2775022036957265,-0.2775021778071497,0.506682132803829,0.5074373595692321,0.46576760137964063,-0.06134129159158367
L7_PROTO,0.3607231021663194,1.0,-0.08490024193641636,0.27880888337938636,-0.4631866654170544,-0.4541310562769329,-0.35254126459983876,-0.3179504889983716,-0.2530651116124249,0.6508292421821776,0.6251022950098555,0.03687597996917421,0.35301881997462653,0.35298270690061323,-0.47634386355432823,-0.4897201331375046,-0.5380623898921054,-0.47634386355432823,0.4222382333230118,-0.4586574576032389,-0.05338735694908366,-0.05275525830545334,-0.15805724088816034,-0.15822286812487174,-0.47317976598595174,-0.5096762449635839,0.01170654296779382,-0.17914398594502004,-0.13303993824714994,-0.1532300431997061,-0.18435044895533995,-0.35549251130233317,-0.1426564096343142,-0.04824198075688536,-0.04824194871354762,-0.4251440206098952,-0.42545766686956604,-0.38150551743653993,-0.0489121913823652
IN_BYTES,-0.43790622160727094,-0.08490024193641636,1.0,0.7916882337851258,0.5202982485114473,0.5184713365584996,0.5655965784573906,0.6160658479826638,0.5313451202298538,0.045870566443745625,0.12935547047031276,0.2761460751231617,0.5770519476892392,0.5774705263287837,0.8088598394269388,0.36824308060281175,0.2701205675298789,0.8088598394269388,0.5838932082218391,0.5158889573795281,0.3795871757672548,0.3789711637225667,0.2936261654626007,0.29363974185776565,0.6309088135506401,0.4602214366839184,0.3091803388512897,0.6382770577801895,0.5561808422698075,0.5261525244727154,0.5175832979682791,0.46761111923511023,0.6473536164096153,0.37294298899742084,0.3729429967676514,-0.13178725335076116,-0.13208696336837156,-0.11906830628527758,0.06305633173235302
IN_PKTS,-0.26308507558116884,0.27880888337938636,0.7916882337851258,1.0,0.383648526816154,0.40698548476055874,0.48584641603154394,0.5327112109119453,0.5685199257079004,0.2651232356242215,0.23147059849072388,0.33218790074613463,0.7254141604997696,0.7261016208591219,0.4196750687308186,-0.17244702229493333,0.020479926747510476,0.4196750687308186,0.5621191372079376,0.38071736186077804,0.29546462762421694,0.2951028436812901,0.3158527272204555,0.3159389345103898,0.28063248515574096,0.29097387271453296,0.5949961631446646,0.32020512245865673,0.5640050134424331,0.5463062856009145,0.5264819119227032,0.4272940350872383,0.7074638116301327,0.2843817840101092,0.2843818182294138,-0.4558432639772868,-0.457413832533263,-0.4174306926865157,0.09140989946838793
OUT_BYTES,-0.21067700080494392,-0.4631866654170544,0.5202982485114473,0.383648526816154,1.0,0.9895031343538426,0.5659726435729863,0.5293940510066667,0.7946888307242292,-0.35347666519074256,-0.6057131599361651,0.361714355981846,0.18374572493050087,0.18431136853801514,0.6752321433428524,0.06523008241945781,0.878884781730596,0.6752321433428524,-0.19987700122097302,0.996996782848699,0.10321481048641404,0.10249824204648485,0.33027257216708167,0.3301072028750995,0.46631391396471283,0.9607757685969298,0.7047622198186502,0.11373987866660795,0.6099834465774254,0.5885955796587804,0.5744612310692049,0.5001379906360569,0.765632897282787,0.0833990934014275,0.08339917317580907,0.3070152865258008,0.30605299341124076,0.30636810200335274,0.10763353634743247
OUT_PKTS,-0.2694208500073818,-0.4541310562769329,0.5184713365584996,0.40698548476055874,0.9895031343538426,1.0,0.6247103370956827,0.5755171434802911,0.8472570302218007,-0.33311900831746843,-0.5941009773737167,0.3783461093262883,0.18714565544304185,0.18777904116453098,0.6498513643350619,0.03225010774681087,0.8562865830857427,0.6498513643350619,-0.19460408987117006,0.9878152603575248,0.12071757312568465,0.12013319267099123,0.34425596531521313,0.3443499069578361,0.45976759775473575,0.9462285235909803,0.7243252719584191,0.10474381194437934,0.6091624353529612,0.58134982511157,0.5593300129885158,0.5505650590181558,0.7849709746834225,0.10074690858049688,0.10074699221471764,0.22784945504925072,0.22675367202128985,0.2207665964611899,0.1258843994632879
TCP_FLAGS,-0.8750799249265394,-0.35254126459983876,0.5655965784573906,0.48584641603154394,0.5659726435729863,0.6247103370956827,1.0,0.9770958711022382,0.8596950183554102,-0.18309892694388424,-0.28207252156466894,0.31497292854591485,0.26607073532872416,0.26698933327432867,0.6857362696332343,0.15020337837576497,0.25369900550873614,0.6857362696332343,0.025699270909164653,0.5637890193478106,0.23642886059004511,0.23640688535556334,0.2564233193838683,0.256310889482218,0.52926788527983,0.507551880005933,0.33252184690180736,0.37768858489513674,0.5660668265795289,0.5685168546722168,0.5073149358383785,0.9274756549637778,0.7527765652443443,0.22683590044866664,0.2268359806170947,-0.44479079506301555,-0.4454537707072872,-0.4088739829562005,0.08553697026472176
CLIENT_TCP_FLAGS,-0.8860878765001383,-0.3179504889983716,0.6160658479826638,0.5327112109119453,0.5293940510066667,0.5755171434802911,0.9770958711022382,1.0,0.7914381547795932,-0.15969495146582052,-0.24177140194250177,0.3461341384861027,0.30995060181438383,0.3108789276223004,0.7131219658810004,0.2196278122287916,0.20112104503963674,0.7131219658810004,0.0776249379850433,0.5280172501279612,0.26052723862752636,0.2604532508934808,0.2617693226038576,0.2616416544846929,0.5398310160350458,0.45627235704697616,0.3046597165765631,0.40683244936209145,0.5787694128666864,0.5813324940193879,0.5199084021960764,0.9372073048447493,0.7823940093814562,0.25103493544866207,0.2510350170619468,-0.4503859817345042,-0.45105729719275023,-0.4140173588649373,0.08717946724334645
SERVER_TCP_FLAGS,-0.5338552831617969,-0.2530651116124249,0.5313451202298538,0.5685199257079004,0.7946888307242292,0.8472570302218007,0.8596950183554102,0.7914381547795932,1.0,-0.15447135551360414,-0.4042748552973343,0.37243523243183735,0.3176345729340708,0.31853430063135063,0.5832540434510098,-0.15570523058184102,0.5106957570138119,0.5832540434510098,-0.06433437446259896,0.7917050506673586,0.14146368764316433,0.14091902754119137,0.3136606662774793,0.3135218906891317,0.4086443739883433,0.7367842281261748,0.6852298621802284,0.1532748536030698,0.6563045958723197,0.6396944921339077,0.577992398216337,0.7633108575015191,0.8561124909376074,0.1248806498682175,0.124880732548469,-0.27135111786053207,-0.2717555758308503,-0.24943954229883414,0.09250706378501991
FLOW_DURATION_MILLISECONDS,0.1464269749140385,0.6508292421821776,0.045870566443745625,0.2651232356242215,-0.35347666519074256,-0.33311900831746843,-0.18309892694388424,-0.15969495146582052,-0.15447135551360414,1.0,0.624383465413342,0.41926288927609673,0.3238007714842449,0.3234228422972537,-0.26378874072453445,-0.2500452961640935,-0.4194257158315224,-0.26378874072453445,0.4271459918870856,-0.3442403073907041,0.021115924857029907,0.01966956826108417,-0.07887649592729776,-0.0791377642271939,-0.5183883037047604,-0.48053946123717056,-0.0658011721648493,-0.036440944451668414,-0.0773030859019494,-0.08336408601433418,-0.18623776831273395,-0.19608336636594326,-0.08561579065559519,0.02768137228810506,0.027681389339340726,-0.3882087000774143,-0.38864110498128823,-0.3579701685316177,-0.058958488624271686
