Block_1,Block_2,Feature_1,Feature_2,Dependency
1,2,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_IN_BYTES,0.3891750727113754
1,2,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_IN_PKTS,0.3810543711795281
1,2,RETRANSMITTED_OUT_PKTS,RETRANSMITTED_IN_BYTES,0.3968504730387754
1,2,RETRANSMITTED_OUT_PKTS,RETRANSMITTED_IN_PKTS,0.4070965318803237
1,3,RETRANSMITTED_OUT_BYTES,ICMP_TYPE,0.2196930254762259
1,3,RETRANSMITTED_OUT_BYTES,ICMP_IPV4_TYPE,0.2196930661393699
1,3,RETRANSMITTED_OUT_PKTS,ICMP_TYPE,0.2215708416942539
1,3,RETRANSMITTED_OUT_PKTS,ICMP_IPV4_TYPE,0.221570881939801
1,4,RETRANSMITTED_OUT_BYTES,FTP_COMMAND_RET_CODE,0.2117010796251463
1,4,RETRANSMITTED_OUT_PKTS,FTP_COMMAND_RET_CODE,0.2548568242466076
1,5,RETRANSMITTED_OUT_BYTES,DNS_QUERY_ID,0.0470574839506412
1,5,RETRANSMITTED_OUT_BYTES,DNS_QUERY_TYPE,0.0484816491330277
1,5,RETRANSMITTED_OUT_BYTES,DNS_TTL_ANSWER,0.0433390957055241
1,5,RETRANSMITTED_OUT_PKTS,DNS_QUERY_ID,0.0466323074448537
1,5,RETRANSMITTED_OUT_PKTS,DNS_QUERY_TYPE,0.0479802631429363
1,5,RETRANSMITTED_OUT_PKTS,DNS_TTL_ANSWER,0.0429438937980845
1,6,RETRANSMITTED_OUT_BYTES,MIN_IP_PKT_LEN,0.175731744813928
1,6,RETRANSMITTED_OUT_PKTS,MIN_IP_PKT_LEN,0.1792850380853392
1,7,RETRANSMITTED_OUT_BYTES,SHORTEST_FLOW_PKT,0.0752896197212251
1,7,RETRANSMITTED_OUT_PKTS,SHORTEST_FLOW_PKT,0.0768592465938188
1,8,RETRANSMITTED_OUT_BYTES,NUM_PKTS_128_TO_256_BYTES,0.038476475064019
1,8,RETRANSMITTED_OUT_PKTS,NUM_PKTS_128_TO_256_BYTES,0.0395398392039808
1,9,RETRANSMITTED_OUT_BYTES,FLOW_DURATION_MILLISECONDS,0.0521958941011221
1,9,RETRANSMITTED_OUT_BYTES,DURATION_IN,0.0863428171442685
1,9,RETRANSMITTED_OUT_PKTS,FLOW_DURATION_MILLISECONDS,0.0521035600204438
1,9,RETRANSMITTED_OUT_PKTS,DURATION_IN,0.0865221971795
1,10,RETRANSMITTED_OUT_BYTES,L7_PROTO,0.0959677608479372
1,10,RETRANSMITTED_OUT_PKTS,L7_PROTO,0.097852476852733
1,11,RETRANSMITTED_OUT_BYTES,MIN_TTL,0.0325671243718461
1,11,RETRANSMITTED_OUT_BYTES,MAX_TTL,0.031893980653765
1,11,RETRANSMITTED_OUT_PKTS,MIN_TTL,0.0320357841835177
1,11,RETRANSMITTED_OUT_PKTS,MAX_TTL,0.0313290614484726
1,12,RETRANSMITTED_OUT_BYTES,SRC_TO_DST_SECOND_BYTES,0.0686054176961142
1,12,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_SECOND_BYTES,0.0678463009005122
1,13,RETRANSMITTED_OUT_BYTES,PROTOCOL,0.1027045106733417
1,13,RETRANSMITTED_OUT_BYTES,TCP_FLAGS,0.1959893819531565
1,13,RETRANSMITTED_OUT_BYTES,CLIENT_TCP_FLAGS,0.1975351345790184
1,13,RETRANSMITTED_OUT_BYTES,TCP_WIN_MAX_IN,0.2030280907480918
1,13,RETRANSMITTED_OUT_PKTS,PROTOCOL,0.1012963278629572
1,13,RETRANSMITTED_OUT_PKTS,TCP_FLAGS,0.1960408708281923
1,13,RETRANSMITTED_OUT_PKTS,CLIENT_TCP_FLAGS,0.1985834234061972
1,13,RETRANSMITTED_OUT_PKTS,TCP_WIN_MAX_IN,0.2054446894440653
1,14,RETRANSMITTED_OUT_BYTES,IN_BYTES,0.1992509677726485
1,14,RETRANSMITTED_OUT_BYTES,LONGEST_FLOW_PKT,0.1730149168120377
1,14,RETRANSMITTED_OUT_BYTES,MAX_IP_PKT_LEN,0.1730149168120377
1,14,RETRANSMITTED_OUT_BYTES,SRC_TO_DST_AVG_THROUGHPUT,0.1584210051313037
1,14,RETRANSMITTED_OUT_PKTS,IN_BYTES,0.1960123869962683
1,14,RETRANSMITTED_OUT_PKTS,LONGEST_FLOW_PKT,0.1698694072130576
1,14,RETRANSMITTED_OUT_PKTS,MAX_IP_PKT_LEN,0.1698694072130576
1,14,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,0.159434878136928
1,15,RETRANSMITTED_OUT_BYTES,OUT_BYTES,0.2413406773819256
1,15,RETRANSMITTED_OUT_BYTES,OUT_PKTS,0.2848754551127392
1,15,RETRANSMITTED_OUT_BYTES,SERVER_TCP_FLAGS,0.228463036312809
1,15,RETRANSMITTED_OUT_BYTES,DST_TO_SRC_SECOND_BYTES,0.2395421051545715
1,15,RETRANSMITTED_OUT_BYTES,DST_TO_SRC_AVG_THROUGHPUT,0.1950203754001675
1,15,RETRANSMITTED_OUT_BYTES,TCP_WIN_MAX_OUT,0.2418060797321952
1,15,RETRANSMITTED_OUT_PKTS,OUT_BYTES,0.2333692454450605
1,15,RETRANSMITTED_OUT_PKTS,OUT_PKTS,0.2820529788741117
1,15,RETRANSMITTED_OUT_PKTS,SERVER_TCP_FLAGS,0.2286703890389339
1,15,RETRANSMITTED_OUT_PKTS,DST_TO_SRC_SECOND_BYTES,0.2333429881735443
1,15,RETRANSMITTED_OUT_PKTS,DST_TO_SRC_AVG_THROUGHPUT,0.1940453597775317
1,15,RETRANSMITTED_OUT_PKTS,TCP_WIN_MAX_OUT,0.2445529722799597
1,16,RETRANSMITTED_OUT_BYTES,IN_PKTS,0.2454855832444022
1,16,RETRANSMITTED_OUT_BYTES,NUM_PKTS_UP_TO_128_BYTES,0.2337134023511951
1,16,RETRANSMITTED_OUT_PKTS,IN_PKTS,0.2420489974857684
1,16,RETRANSMITTED_OUT_PKTS,NUM_PKTS_UP_TO_128_BYTES,0.2330241594213352
1,17,RETRANSMITTED_OUT_BYTES,NUM_PKTS_256_TO_512_BYTES,0.2365493095565866
1,17,RETRANSMITTED_OUT_PKTS,NUM_PKTS_256_TO_512_BYTES,0.2267586196425953
1,18,RETRANSMITTED_OUT_BYTES,NUM_PKTS_512_TO_1024_BYTES,0.1559660690286372
1,18,RETRANSMITTED_OUT_PKTS,NUM_PKTS_512_TO_1024_BYTES,0.1348025712951154
1,19,RETRANSMITTED_OUT_BYTES,NUM_PKTS_1024_TO_1514_BYTES,0.2679813304874939
1,19,RETRANSMITTED_OUT_PKTS,NUM_PKTS_1024_TO_1514_BYTES,0.2638023850514057
1,20,RETRANSMITTED_OUT_BYTES,DURATION_OUT,0.0818078079273169
1,20,RETRANSMITTED_OUT_PKTS,DURATION_OUT,0.0765736750805776
2,3,RETRANSMITTED_IN_BYTES,ICMP_TYPE,0.6430132963925371
2,3,RETRANSMITTED_IN_BYTES,ICMP_IPV4_TYPE,0.6430133307231178
2,3,RETRANSMITTED_IN_PKTS,ICMP_TYPE,0.6208238038636299
2,3,RETRANSMITTED_IN_PKTS,ICMP_IPV4_TYPE,0.6208238358696522
2,4,RETRANSMITTED_IN_BYTES,FTP_COMMAND_RET_CODE,0.1484480585162995
2,4,RETRANSMITTED_IN_PKTS,FTP_COMMAND_RET_CODE,0.1703559421398859
2,5,RETRANSMITTED_IN_BYTES,DNS_QUERY_ID,0.0787861196206481
2,5,RETRANSMITTED_IN_BYTES,DNS_QUERY_TYPE,0.0804740518835488
2,5,RETRANSMITTED_IN_BYTES,DNS_TTL_ANSWER,0.0725175859777289
2,5,RETRANSMITTED_IN_PKTS,DNS_QUERY_ID,0.0781807065725053
2,5,RETRANSMITTED_IN_PKTS,DNS_QUERY_TYPE,0.0797572646521452
2,5,RETRANSMITTED_IN_PKTS,DNS_TTL_ANSWER,0.0719549405197844
2,6,RETRANSMITTED_IN_BYTES,MIN_IP_PKT_LEN,0.046688252015313
2,6,RETRANSMITTED_IN_PKTS,MIN_IP_PKT_LEN,0.0432778149564726
2,7,RETRANSMITTED_IN_BYTES,SHORTEST_FLOW_PKT,0.1621174777881988
2,7,RETRANSMITTED_IN_PKTS,SHORTEST_FLOW_PKT,0.1599226768045981
2,8,RETRANSMITTED_IN_BYTES,NUM_PKTS_128_TO_256_BYTES,0.1562560369540149
2,8,RETRANSMITTED_IN_PKTS,NUM_PKTS_128_TO_256_BYTES,0.1569298755957778
2,9,RETRANSMITTED_IN_BYTES,FLOW_DURATION_MILLISECONDS,0.0235969803585417
2,9,RETRANSMITTED_IN_BYTES,DURATION_IN,0.0906179185887708
2,9,RETRANSMITTED_IN_PKTS,FLOW_DURATION_MILLISECONDS,0.0239053167259589
2,9,RETRANSMITTED_IN_PKTS,DURATION_IN,0.0920118989512268
2,10,RETRANSMITTED_IN_BYTES,L7_PROTO,0.0405921834477382
2,10,RETRANSMITTED_IN_PKTS,L7_PROTO,0.045988734908579
2,11,RETRANSMITTED_IN_BYTES,MIN_TTL,0.0725754408430429
2,11,RETRANSMITTED_IN_BYTES,MAX_TTL,0.0729930154519828
2,11,RETRANSMITTED_IN_PKTS,MIN_TTL,0.0768442028023294
2,11,RETRANSMITTED_IN_PKTS,MAX_TTL,0.0772193675657831
2,12,RETRANSMITTED_IN_BYTES,SRC_TO_DST_SECOND_BYTES,0.2051724072906803
2,12,RETRANSMITTED_IN_PKTS,SRC_TO_DST_SECOND_BYTES,0.2005638966458862
2,13,RETRANSMITTED_IN_BYTES,PROTOCOL,0.1667839531780653
2,13,RETRANSMITTED_IN_BYTES,TCP_FLAGS,0.1820393258483204
2,13,RETRANSMITTED_IN_BYTES,CLIENT_TCP_FLAGS,0.1978447380568946
2,13,RETRANSMITTED_IN_BYTES,TCP_WIN_MAX_IN,0.1663162489966612
2,13,RETRANSMITTED_IN_PKTS,PROTOCOL,0.1647483575261485
2,13,RETRANSMITTED_IN_PKTS,TCP_FLAGS,0.1801357336302817
2,13,RETRANSMITTED_IN_PKTS,CLIENT_TCP_FLAGS,0.1956809216234897
2,13,RETRANSMITTED_IN_PKTS,TCP_WIN_MAX_IN,0.1657596356292914
2,14,RETRANSMITTED_IN_BYTES,IN_BYTES,0.2560574922320226
2,14,RETRANSMITTED_IN_BYTES,LONGEST_FLOW_PKT,0.2039015727227792
2,14,RETRANSMITTED_IN_BYTES,MAX_IP_PKT_LEN,0.2039015727227792
2,14,RETRANSMITTED_IN_BYTES,SRC_TO_DST_AVG_THROUGHPUT,0.1832782333506283
2,14,RETRANSMITTED_IN_PKTS,IN_BYTES,0.2484872667865687
2,14,RETRANSMITTED_IN_PKTS,LONGEST_FLOW_PKT,0.2033054073898954
2,14,RETRANSMITTED_IN_PKTS,MAX_IP_PKT_LEN,0.2033054073898954
2,14,RETRANSMITTED_IN_PKTS,SRC_TO_DST_AVG_THROUGHPUT,0.1848532442745408
2,15,RETRANSMITTED_IN_BYTES,OUT_BYTES,0.1216566578761846
2,15,RETRANSMITTED_IN_BYTES,OUT_PKTS,0.1772579685789088
2,15,RETRANSMITTED_IN_BYTES,SERVER_TCP_FLAGS,0.1408577406144694
2,15,RETRANSMITTED_IN_BYTES,DST_TO_SRC_SECOND_BYTES,0.1188241759301671
2,15,RETRANSMITTED_IN_BYTES,DST_TO_SRC_AVG_THROUGHPUT,0.090740495397647
2,15,RETRANSMITTED_IN_BYTES,TCP_WIN_MAX_OUT,0.1645501368215129
2,15,RETRANSMITTED_IN_PKTS,OUT_BYTES,0.1169307435099165
2,15,RETRANSMITTED_IN_PKTS,OUT_PKTS,0.1753828804266288
2,15,RETRANSMITTED_IN_PKTS,SERVER_TCP_FLAGS,0.1393009844076845
2,15,RETRANSMITTED_IN_PKTS,DST_TO_SRC_SECOND_BYTES,0.1145240955669
2,15,RETRANSMITTED_IN_PKTS,DST_TO_SRC_AVG_THROUGHPUT,0.0949062594646502
2,15,RETRANSMITTED_IN_PKTS,TCP_WIN_MAX_OUT,0.1606142834844559
2,16,RETRANSMITTED_IN_BYTES,IN_PKTS,0.2574633548619542
2,16,RETRANSMITTED_IN_BYTES,NUM_PKTS_UP_TO_128_BYTES,0.0971732161548514
2,16,RETRANSMITTED_IN_PKTS,IN_PKTS,0.2549663505933233
2,16,RETRANSMITTED_IN_PKTS,NUM_PKTS_UP_TO_128_BYTES,0.0976653178761847
2,17,RETRANSMITTED_IN_BYTES,NUM_PKTS_256_TO_512_BYTES,0.1808323486567934
2,17,RETRANSMITTED_IN_PKTS,NUM_PKTS_256_TO_512_BYTES,0.1594495874440747
2,18,RETRANSMITTED_IN_BYTES,NUM_PKTS_512_TO_1024_BYTES,0.1553169256917982
2,18,RETRANSMITTED_IN_PKTS,NUM_PKTS_512_TO_1024_BYTES,0.1385402083297425
2,19,RETRANSMITTED_IN_BYTES,NUM_PKTS_1024_TO_1514_BYTES,0.184704989249315
2,19,RETRANSMITTED_IN_PKTS,NUM_PKTS_1024_TO_1514_BYTES,0.1869645276135902
2,20,RETRANSMITTED_IN_BYTES,DURATION_OUT,0.0425607913211807
2,20,RETRANSMITTED_IN_PKTS,DURATION_OUT,0.033980798468336
3,4,ICMP_TYPE,FTP_COMMAND_RET_CODE,0.1238254764121349
3,4,ICMP_IPV4_TYPE,FTP_COMMAND_RET_CODE,0.1238254764137185
3,5,ICMP_TYPE,DNS_QUERY_ID,0.0846932108795387
3,5,ICMP_TYPE,DNS_QUERY_TYPE,0.0874129984608791
3,5,ICMP_TYPE,DNS_TTL_ANSWER,0.078001052443757
3,5,ICMP_IPV4_TYPE,DNS_QUERY_ID,0.0846932108808085
3,5,ICMP_IPV4_TYPE,DNS_QUERY_TYPE,0.0874129984621508
3,5,ICMP_IPV4_TYPE,DNS_TTL_ANSWER,0.0780010524449243
3,6,ICMP_TYPE,MIN_IP_PKT_LEN,0.0275119051167745
3,6,ICMP_IPV4_TYPE,MIN_IP_PKT_LEN,0.0275118704432963
3,7,ICMP_TYPE,SHORTEST_FLOW_PKT,0.1777950772879855
3,7,ICMP_IPV4_TYPE,SHORTEST_FLOW_PKT,0.177795060569499
3,8,ICMP_TYPE,NUM_PKTS_128_TO_256_BYTES,0.2174149762159256
3,8,ICMP_IPV4_TYPE,NUM_PKTS_128_TO_256_BYTES,0.217414987915328
3,9,ICMP_TYPE,FLOW_DURATION_MILLISECONDS,0.0433008734912178
3,9,ICMP_TYPE,DURATION_IN,0.1176570045204404
3,9,ICMP_IPV4_TYPE,FLOW_DURATION_MILLISECONDS,0.0433008820168356
3,9,ICMP_IPV4_TYPE,DURATION_IN,0.1176569930596685
3,10,ICMP_TYPE,L7_PROTO,0.0731860749173355
3,10,ICMP_IPV4_TYPE,L7_PROTO,0.0731860588956667
3,11,ICMP_TYPE,MIN_TTL,0.0847927294486625
3,11,ICMP_TYPE,MAX_TTL,0.085159929595676
3,11,ICMP_IPV4_TYPE,MIN_TTL,0.0847927067359692
3,11,ICMP_IPV4_TYPE,MAX_TTL,0.0851599069204326
3,12,ICMP_TYPE,SRC_TO_DST_SECOND_BYTES,0.2225596930732374
3,12,ICMP_IPV4_TYPE,SRC_TO_DST_SECOND_BYTES,0.2225596850692359
3,13,ICMP_TYPE,PROTOCOL,0.187160492041265
3,13,ICMP_TYPE,TCP_FLAGS,0.1737235460208178
3,13,ICMP_TYPE,CLIENT_TCP_FLAGS,0.1861241016944569
3,13,ICMP_TYPE,TCP_WIN_MAX_IN,0.1368549769582823
3,13,ICMP_IPV4_TYPE,PROTOCOL,0.1871604790969766
3,13,ICMP_IPV4_TYPE,TCP_FLAGS,0.1737235861050318
3,13,ICMP_IPV4_TYPE,CLIENT_TCP_FLAGS,0.1861241425010993
3,13,ICMP_IPV4_TYPE,TCP_WIN_MAX_IN,0.1368550059952328
3,14,ICMP_TYPE,IN_BYTES,0.2517352705365655
3,14,ICMP_TYPE,LONGEST_FLOW_PKT,0.2131382995695844
3,14,ICMP_TYPE,MAX_IP_PKT_LEN,0.2131382995695844
3,14,ICMP_TYPE,SRC_TO_DST_AVG_THROUGHPUT,0.1861464079299252
3,14,ICMP_IPV4_TYPE,IN_BYTES,0.2517352744216808
3,14,ICMP_IPV4_TYPE,LONGEST_FLOW_PKT,0.2131383028668641
3,14,ICMP_IPV4_TYPE,MAX_IP_PKT_LEN,0.2131383028668641
3,14,ICMP_IPV4_TYPE,SRC_TO_DST_AVG_THROUGHPUT,0.1861464004765861
3,15,ICMP_TYPE,OUT_BYTES,0.0791725652469903
3,15,ICMP_TYPE,OUT_PKTS,0.1008598610192916
3,15,ICMP_TYPE,SERVER_TCP_FLAGS,0.0957598114757338
3,15,ICMP_TYPE,DST_TO_SRC_SECOND_BYTES,0.0780214256185664
3,15,ICMP_TYPE,DST_TO_SRC_AVG_THROUGHPUT,0.0603610063380685
3,15,ICMP_TYPE,TCP_WIN_MAX_OUT,0.1033422107262112
3,15,ICMP_IPV4_TYPE,OUT_BYTES,0.0791726051341811
3,15,ICMP_IPV4_TYPE,OUT_PKTS,0.100859902836402
3,15,ICMP_IPV4_TYPE,SERVER_TCP_FLAGS,0.0957598528158596
3,15,ICMP_IPV4_TYPE,DST_TO_SRC_SECOND_BYTES,0.0780214652902869
3,15,ICMP_IPV4_TYPE,DST_TO_SRC_AVG_THROUGHPUT,0.0603610368375272
3,15,ICMP_IPV4_TYPE,TCP_WIN_MAX_OUT,0.103342247102127
3,16,ICMP_TYPE,IN_PKTS,0.1923587849854955
3,16,ICMP_TYPE,NUM_PKTS_UP_TO_128_BYTES,0.0831124086267813
3,16,ICMP_IPV4_TYPE,IN_PKTS,0.1923588020951478
3,16,ICMP_IPV4_TYPE,NUM_PKTS_UP_TO_128_BYTES,0.0831123646342802
3,17,ICMP_TYPE,NUM_PKTS_256_TO_512_BYTES,0.114895612990602
3,17,ICMP_IPV4_TYPE,NUM_PKTS_256_TO_512_BYTES,0.1148956381447192
3,18,ICMP_TYPE,NUM_PKTS_512_TO_1024_BYTES,0.0951993079274963
3,18,ICMP_IPV4_TYPE,NUM_PKTS_512_TO_1024_BYTES,0.0951993257714574
3,19,ICMP_TYPE,NUM_PKTS_1024_TO_1514_BYTES,0.104648424381679
3,19,ICMP_IPV4_TYPE,NUM_PKTS_1024_TO_1514_BYTES,0.1046484140119594
3,20,ICMP_TYPE,DURATION_OUT,0.0314529304659491
3,20,ICMP_IPV4_TYPE,DURATION_OUT,0.0314529593194569
4,5,FTP_COMMAND_RET_CODE,DNS_QUERY_ID,0.0180999512495058
4,5,FTP_COMMAND_RET_CODE,DNS_QUERY_TYPE,0.0185720508196422
4,5,FTP_COMMAND_RET_CODE,DNS_TTL_ANSWER,0.0166657746007255
4,6,FTP_COMMAND_RET_CODE,MIN_IP_PKT_LEN,0.0813265348499956
4,7,FTP_COMMAND_RET_CODE,SHORTEST_FLOW_PKT,0.0415078866462294
4,8,FTP_COMMAND_RET_CODE,NUM_PKTS_128_TO_256_BYTES,0.0359239542099815
4,9,FTP_COMMAND_RET_CODE,FLOW_DURATION_MILLISECONDS,0.0358174486152196
4,9,FTP_COMMAND_RET_CODE,DURATION_IN,0.041493522535077
4,10,FTP_COMMAND_RET_CODE,L7_PROTO,0.0372305731795307
4,11,FTP_COMMAND_RET_CODE,MIN_TTL,0.0392928293083254
4,11,FTP_COMMAND_RET_CODE,MAX_TTL,0.0389881283576781
4,12,FTP_COMMAND_RET_CODE,SRC_TO_DST_SECOND_BYTES,0.0236704411267932
4,13,FTP_COMMAND_RET_CODE,PROTOCOL,0.0389170927739568
4,13,FTP_COMMAND_RET_CODE,TCP_FLAGS,0.1039370977812124
4,13,FTP_COMMAND_RET_CODE,CLIENT_TCP_FLAGS,0.1068656867567006
4,13,FTP_COMMAND_RET_CODE,TCP_WIN_MAX_IN,0.0637018297494942
4,14,FTP_COMMAND_RET_CODE,IN_BYTES,0.0519175897100121
4,14,FTP_COMMAND_RET_CODE,LONGEST_FLOW_PKT,0.0286167322187255
4,14,FTP_COMMAND_RET_CODE,MAX_IP_PKT_LEN,0.0286167322187255
4,14,FTP_COMMAND_RET_CODE,SRC_TO_DST_AVG_THROUGHPUT,0.0731222932738466
4,15,FTP_COMMAND_RET_CODE,OUT_BYTES,0.0830754610849834
4,15,FTP_COMMAND_RET_CODE,OUT_PKTS,0.1005197347814658
4,15,FTP_COMMAND_RET_CODE,SERVER_TCP_FLAGS,0.118235801904223
4,15,FTP_COMMAND_RET_CODE,DST_TO_SRC_SECOND_BYTES,0.0869974543464316
4,15,FTP_COMMAND_RET_CODE,DST_TO_SRC_AVG_THROUGHPUT,0.0822212692881431
4,15,FTP_COMMAND_RET_CODE,TCP_WIN_MAX_OUT,0.0910754691943027
4,16,FTP_COMMAND_RET_CODE,IN_PKTS,0.0768462485133993
4,16,FTP_COMMAND_RET_CODE,NUM_PKTS_UP_TO_128_BYTES,0.0962621479138988
4,17,FTP_COMMAND_RET_CODE,NUM_PKTS_256_TO_512_BYTES,0.0171305578261703
4,18,FTP_COMMAND_RET_CODE,NUM_PKTS_512_TO_1024_BYTES,0.0160029757808124
4,19,FTP_COMMAND_RET_CODE,NUM_PKTS_1024_TO_1514_BYTES,0.0153163485749438
4,20,FTP_COMMAND_RET_CODE,DURATION_OUT,0.0039328495153413
5,6,DNS_QUERY_ID,MIN_IP_PKT_LEN,0.5364385025839973
5,6,DNS_QUERY_TYPE,MIN_IP_PKT_LEN,0.6019333540620109
5,6,DNS_TTL_ANSWER,MIN_IP_PKT_LEN,0.5067802337942856
5,7,DNS_QUERY_ID,SHORTEST_FLOW_PKT,0.3076031678471158
5,7,DNS_QUERY_TYPE,SHORTEST_FLOW_PKT,0.3488692505480414
5,7,DNS_TTL_ANSWER,SHORTEST_FLOW_PKT,0.2764705872760876
5,8,DNS_QUERY_ID,NUM_PKTS_128_TO_256_BYTES,0.0782838392427401
5,8,DNS_QUERY_TYPE,NUM_PKTS_128_TO_256_BYTES,0.0821146626158473
5,8,DNS_TTL_ANSWER,NUM_PKTS_128_TO_256_BYTES,0.0549623274230436
5,9,DNS_QUERY_ID,FLOW_DURATION_MILLISECONDS,0.2407532430205661
5,9,DNS_QUERY_ID,DURATION_IN,0.236048270857145
5,9,DNS_QUERY_TYPE,FLOW_DURATION_MILLISECONDS,0.2498202916693454
5,9,DNS_QUERY_TYPE,DURATION_IN,0.2445759722347452
5,9,DNS_TTL_ANSWER,FLOW_DURATION_MILLISECONDS,0.2221129513011099
5,9,DNS_TTL_ANSWER,DURATION_IN,0.2173017612795045
5,10,DNS_QUERY_ID,L7_PROTO,0.2769494191323339
5,10,DNS_QUERY_TYPE,L7_PROTO,0.2892658358684344
5,10,DNS_TTL_ANSWER,L7_PROTO,0.2460418783910855
5,11,DNS_QUERY_ID,MIN_TTL,0.2329121514103136
5,11,DNS_QUERY_ID,MAX_TTL,0.2332397555171387
5,11,DNS_QUERY_TYPE,MIN_TTL,0.2486518284068685
5,11,DNS_QUERY_TYPE,MAX_TTL,0.2489642183711518
5,11,DNS_TTL_ANSWER,MIN_TTL,0.204409544155644
5,11,DNS_TTL_ANSWER,MAX_TTL,0.2047746132121292
5,12,DNS_QUERY_ID,SRC_TO_DST_SECOND_BYTES,0.2689314204164564
5,12,DNS_QUERY_TYPE,SRC_TO_DST_SECOND_BYTES,0.2974027886408014
5,12,DNS_TTL_ANSWER,SRC_TO_DST_SECOND_BYTES,0.2433692787526524
5,13,DNS_QUERY_ID,PROTOCOL,0.3640676277942304
5,13,DNS_QUERY_ID,TCP_FLAGS,0.2894007918353032
5,13,DNS_QUERY_ID,CLIENT_TCP_FLAGS,0.295233988205163
5,13,DNS_QUERY_ID,TCP_WIN_MAX_IN,0.2583596384023851
5,13,DNS_QUERY_TYPE,PROTOCOL,0.3851565625938706
5,13,DNS_QUERY_TYPE,TCP_FLAGS,0.3022632783067882
5,13,DNS_QUERY_TYPE,CLIENT_TCP_FLAGS,0.3086681378097783
5,13,DNS_QUERY_TYPE,TCP_WIN_MAX_IN,0.2655986600244306
5,13,DNS_TTL_ANSWER,PROTOCOL,0.3343592223593329
5,13,DNS_TTL_ANSWER,TCP_FLAGS,0.2658477702392266
5,13,DNS_TTL_ANSWER,CLIENT_TCP_FLAGS,0.2712019340151071
5,13,DNS_TTL_ANSWER,TCP_WIN_MAX_IN,0.2377173675520646
5,14,DNS_QUERY_ID,IN_BYTES,0.171967474603892
5,14,DNS_QUERY_ID,LONGEST_FLOW_PKT,0.1547800122883479
5,14,DNS_QUERY_ID,MAX_IP_PKT_LEN,0.1547800122883479
5,14,DNS_QUERY_ID,SRC_TO_DST_AVG_THROUGHPUT,0.144362066614941
5,14,DNS_QUERY_TYPE,IN_BYTES,0.2029880295823448
5,14,DNS_QUERY_TYPE,LONGEST_FLOW_PKT,0.1897115230727024
5,14,DNS_QUERY_TYPE,MAX_IP_PKT_LEN,0.1897115230727024
5,14,DNS_QUERY_TYPE,SRC_TO_DST_AVG_THROUGHPUT,0.1715320564547739
5,14,DNS_TTL_ANSWER,IN_BYTES,0.1504257825224474
5,14,DNS_TTL_ANSWER,LONGEST_FLOW_PKT,0.1584374434322665
