,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE
PROTOCOL,1.0,0.3633927495202396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12913448144050976,0.09025507796565634,0.0,0.0,0.0,0.0,0.0,0.09206314514273999,0.0,0.051666692953474924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16060086898384174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40685197929711003,0.421840801686479,0.37378173606542525,0.0
L7_PROTO,0.3633927495202396,1.0,0.09262013036620009,0.22004444054939007,0.0,0.0,0.0,0.0,0.0,0.5287328180728569,0.5150093227174132,0.048424545083712855,0.358831314694228,0.3588693224147592,0.0,0.0,0.0,0.0,0.40922065816793246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09790988187827031,0.0,0.0,0.0,0.0,0.0,0.0,0.00298827168524958,0.0029882925134190816,0.0,0.0,0.0,0.0
IN_BYTES,0.0,0.09262013036620009,1.0,0.6733431391257,0.4717350069908653,0.45897911924345697,0.5337473337624241,0.5715404105410751,0.4629482204015689,0.12303225801514577,0.18094542652241777,0.2111592455257251,0.5053094103920405,0.5056027959954557,0.728821152115912,0.41021165292408607,0.3027255020971338,0.728821152115912,0.6550485704590039,0.4677947042974459,0.2931163972925923,0.28763243586736814,0.22756352707963412,0.22530059345471748,0.6325180919966017,0.4181816219710436,0.3594244269265236,0.5348686249599613,0.4088729528749473,0.379060986016865,0.38786927127143467,0.4603468810016983,0.5198076736604872,0.28809758607482205,0.28809759112547195,0.0,0.010004657339269807,0.0,0.05525921231671437
IN_PKTS,0.0,0.22004444054939007,0.6733431391257,1.0,0.3734932690315,0.4500574683430683,0.4378457024595666,0.47395823458708036,0.5119913171166058,0.20796743299589598,0.18707554741071683,0.2578741322628407,0.5525307338603012,0.5529206655136014,0.3767174695594536,0.0,0.06109280294921768,0.3767174695594536,0.5106761263490529,0.3677989492602837,0.268863736690633,0.2670072985197134,0.2665957264372182,0.2642159785931549,0.275661782602701,0.27825089673680037,0.5816262586543328,0.2643399643958263,0.43865537790323095,0.40829187622269303,0.41443625088867864,0.3995978043975457,0.5959205510175352,0.21996568469287966,0.21996570693542764,0.0,0.0,0.0,0.08121534379989584
OUT_BYTES,0.0,0.0,0.4717350069908653,0.3734932690315,1.0,0.8220396494188372,0.5109650316155846,0.498649374528055,0.6745697511713351,0.0,0.0,0.2840462779478572,0.20785201070732298,0.20822662532439937,0.6256252232492805,0.14080250575389477,0.7038600018568579,0.6256252232492805,0.00015353488755812106,0.9452002487454154,0.11612410365925346,0.11260099307088703,0.2680202458174724,0.2623906326740722,0.4218049822642548,0.8519122826878093,0.5863590400308704,0.10788525684755276,0.4579811113584348,0.4305315863309576,0.46532663425022297,0.43841823362755533,0.6446334873141202,0.08044052369332148,0.08044057554666946,0.2866600787626206,0.3103720518737258,0.2840142917174333,0.09044288366371807
OUT_PKTS,0.0,0.0,0.45897911924345697,0.4500574683430683,0.8220396494188372,1.0,0.5622649116425618,0.5340055642124059,0.7301059589121285,0.0,0.0,0.31406761395428,0.20785850707870185,0.20826099634497763,0.5487507648757339,0.08609860162017345,0.6195641559039929,0.5487507648757339,0.0,0.8162748892082446,0.1602958499429415,0.15880797409993752,0.3026896081734814,0.30074205729922904,0.39007302180493664,0.7317433807017071,0.6580922989865075,0.09797416273950321,0.48004845137536983,0.4392888949407795,0.4487508027352589,0.506399601588886,0.6739016605120796,0.10082597528765316,0.10082602964989668,0.16596298974873758,0.16932034328681927,0.16361883175681374,0.10812913418601246
TCP_FLAGS,0.0,0.0,0.5337473337624241,0.4378457024595666,0.5109650316155846,0.5622649116425618,1.0,0.9413745864196152,0.810749031132413,0.0,0.0,0.268271353749453,0.26763212907355705,0.2681120038110343,0.6375728301030599,0.2533523706977385,0.2654358429946387,0.6375728301030599,0.1675581078695448,0.5115962504023652,0.1983561862708378,0.1970170791478662,0.21411956318237005,0.21412187642440006,0.4886386763875733,0.4871482904019993,0.3971857748618183,0.32443119246970803,0.419204976964687,0.40694835005397323,0.38764385204972274,0.7745529279901896,0.6473311377690774,0.1896572523491724,0.1896573044586507,0.0,0.0,0.0,0.09841705952626523
CLIENT_TCP_FLAGS,0.0,0.0,0.5715404105410751,0.47395823458708036,0.498649374528055,0.5340055642124059,0.9413745864196152,1.0,0.7286450944461013,0.0,0.0,0.2865518938347185,0.28927054168283745,0.28985462062403683,0.6620173609146055,0.26894467127941746,0.2302945490276335,0.6620173609146055,0.20755477524989402,0.49955528974709273,0.2166494882280841,0.2151126204044871,0.21680539098647023,0.21750089272974593,0.5024564871106515,0.42893520098454585,0.3667454483885822,0.3380091801610695,0.4290045678747354,0.41620350531366584,0.4016253537762929,0.7846066145101348,0.6826402126450339,0.20559735182071845,0.20559740486935357,0.0,0.0,0.0,0.10095982090269434
SERVER_TCP_FLAGS,0.0,0.0,0.4629482204015689,0.5119913171166058,0.6745697511713351,0.7301059589121285,0.810749031132413,0.7286450944461013,1.0,0.0,0.0,0.30940989787217443,0.30697082895682615,0.30751484011813524,0.5260115174271309,0.0,0.40519951165953394,0.5260115174271309,0.06879163671768845,0.6744612712642228,0.1410395247230779,0.13978639734773654,0.2540223253022101,0.25412583953399326,0.36673311404204156,0.6519398326473175,0.5851761563803206,0.13700308345255136,0.48697235416898105,0.4595204351555597,0.4453483070389762,0.6594508420433667,0.7468428078714187,0.10449606299347894,0.10449611673564244,0.0,0.0,0.0,0.11051718046846207
FLOW_DURATION_MILLISECONDS,0.12913448144050976,0.5287328180728569,0.12303225801514577,0.20796743299589598,0.0,0.0,0.0,0.0,0.0,1.0,0.6912675566964575,0.34251524822112156,0.32045343968109635,0.32027533007391706,0.0,0.0,0.0,0.0,0.38080879162724435,0.0,0.022852663708088194,0.02263459218649646,0.0,0.0,0.0,0.0,0.0010458958935160786,0.01721984605485753,0.0,0.0,0.0,0.0,0.0,0.03861502313028396,0.03861503421358717,0.0,0.0,0.0,0.0
