,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE
PROTOCOL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L7_PROTO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN_BYTES,0.0,0.0,1.0,0.0,0.28250562981269345,0.0,0.3303313612890105,0.34300739790089546,0.0,0.0,0.2842731362925163,0.0,0.0,0.0,0.39788315510437416,0.0,0.0,0.39788315510437416,0.0,0.28031852864793244,0.0,0.0,0.0,0.0,0.5619243339717964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN_PKTS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3835186257781264,0.0,0.0,0.3835186257781264,0.7291722985302644,0.0,0.0,0.0,0.0,0.0,0.5504851619667449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OUT_BYTES,0.0,0.0,0.28250562981269345,0.0,1.0,0.6818507437680956,0.4549411506146299,0.4544299013175731,0.536222589068945,0.0,0.0,0.0,0.0,0.0,0.30236676164366105,0.0,0.5596245378398021,0.30236676164366105,0.0,0.7985587388717915,0.0,0.0,0.0,0.0,0.3503974313057319,0.6506871726658163,0.38995869498452823,0.0,0.0,0.0,0.0,0.2810365577731926,0.44825531419702663,0.0,0.0,0.0,0.1548039146448023,0.0,0.0
OUT_PKTS,0.0,0.0,0.0,0.0,0.6818507437680956,1.0,0.2916601019455507,0.2814146796606786,0.5401364902171211,0.0,0.0,0.0,0.0,0.0,0.2797489165128366,0.0,0.5786432751111203,0.2797489165128366,0.0,0.6853298597477981,0.0,0.0,0.0,0.0,0.0,0.7049302269605688,0.0,0.0,0.0,0.0,0.0,0.3287735474586318,0.47304156223721994,0.0,0.0,0.0,0.1497045850095016,0.0,0.0
TCP_FLAGS,0.0,0.0,0.3303313612890105,0.0,0.4549411506146299,0.2916601019455507,1.0,0.7360789792568407,0.45448037653994555,0.0,0.0,0.0,0.0,0.0,0.36110832556782096,0.0,0.0,0.36110832556782096,0.0,0.4539272455795254,0.0,0.0,0.0,0.0,0.4097166507872341,0.1696326827757212,0.0,0.0,0.0,0.0,0.0,0.6390489208997043,0.5333341821125986,0.0,0.0,0.0,0.0,0.0,0.0
CLIENT_TCP_FLAGS,0.0,0.0,0.34300739790089546,0.0,0.4544299013175731,0.2814146796606786,0.7360789792568407,1.0,0.4843295362352527,0.0,0.0,0.0,0.0,0.0,0.3615305207560996,0.0,0.0,0.3615305207560996,0.0,0.45334821407842274,0.0,0.0,0.0,0.0,0.4254389946955194,0.1524590608994849,0.0,0.0,0.0,0.0,0.0,0.6231783989993369,0.5061177095375461,0.0,0.0,0.0,0.0,0.0,0.0
SERVER_TCP_FLAGS,0.0,0.0,0.0,0.0,0.536222589068945,0.5401364902171211,0.45448037653994555,0.4843295362352527,1.0,0.0,0.0,0.0,0.0,0.0,0.4809818314753331,0.0,0.6167019120023854,0.4809818314753331,0.0,0.5367635452509745,0.0,0.0,0.0,0.0,0.0,0.4937741668348728,0.3628414036662334,0.0,0.0,0.0,0.0,0.5793972429786552,0.7867628771886185,0.0,0.0,0.0,0.0,0.0,0.0
FLOW_DURATION_MILLISECONDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6843301535487756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
