,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE
PROTOCOL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L7_PROTO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN_BYTES,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714415823878579,0.0,0.0,0.5714415823878579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN_PKTS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OUT_BYTES,0.0,0.0,0.0,0.0,1.0,0.5378541063065091,0.0,0.0,0.23799765113125146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40067720726818007,0.0,0.0,0.6796580694950816,0.0,0.0,0.0,0.0,0.0,0.5977744510995199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OUT_PKTS,0.0,0.0,0.0,0.0,0.5378541063065091,1.0,0.26041065031065813,0.2403282059470064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74614115056906,0.0,0.0,0.5408667870624916,0.0,0.0,0.0,0.0,0.0,0.6379616801704675,0.0,0.0,0.0,0.0,0.0,0.0,0.4702482558578914,0.0,0.0,0.0,0.0,0.0,0.0
TCP_FLAGS,0.0,0.0,0.0,0.0,0.0,0.26041065031065813,1.0,0.5741600002792125,0.31034526340887875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457588348406393,0.5537727084932644,0.0,0.0,0.0,0.0,0.0,0.0
CLIENT_TCP_FLAGS,0.0,0.0,0.0,0.0,0.0,0.2403282059470064,0.5741600002792125,1.0,0.3545944302676169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46386380673091665,0.5110666609673368,0.0,0.0,0.0,0.0,0.0,0.0
SERVER_TCP_FLAGS,0.0,0.0,0.0,0.0,0.23799765113125146,0.0,0.31034526340887875,0.3545944302676169,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23644344222617478,0.0,0.0,0.0,0.0,0.0,0.2508091525271055,0.0,0.0,0.0,0.0,0.0,0.72077200340689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLOW_DURATION_MILLISECONDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
