,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE
PROTOCOL,1.0,0.17030983678551545,0.08920176714952165,0.13599241839500492,0.23082816248796187,0.16809534038250687,0.04600255237431459,0.04292110751649627,0.0624903918530741,0.29197097686074747,0.30350838260496815,0.13718389456709706,0.17941265266621795,0.1793127213536853,0.1210026308356721,0.3606292901207023,0.4340691364999763,0.1210026308356721,0.19026318428410927,0.23222709906393788,0.025515159814154847,0.025405496085173455,0.04839914552143876,0.04831804806200285,0.13155259172860606,0.2692987507663683,0.04653480811351665,0.03570464075515311,0.057864722492239895,0.05695146223563883,0.05607847819828634,0.041253228249627245,0.06422878018086244,0.024805159215861128,0.024805172446479264,0.564836515875824,0.5453099088566226,0.5819479286953931,0.053290460994325835
L7_PROTO,0.17030983678551545,1.0,0.35228691177355004,0.39231041997814625,0.11876406177659392,0.13073918564019127,0.16595273162725652,0.18003371134305482,0.1681376154967421,0.6981546357693472,0.7073490733764092,0.339935597917097,0.5419246571920343,0.5415233933459669,0.18711959695761013,0.11907156035617254,0.053581667092702255,0.18711959695761013,0.5790738685733485,0.1219576958836539,0.17001932781323284,0.1718391695637922,0.08295871659784644,0.08195839344944408,0.21302574477375688,0.1090527030070916,0.2193004427754882,0.37913492614819305,0.19770232461439438,0.2082971845560714,0.18517051536186976,0.16082643381941084,0.21388176689569222,0.1829045927946415,0.18290456449129236,0.0915704966452845,0.09134170831938025,0.08846819451562468,0.06567526898070464
IN_BYTES,0.08920176714952165,0.35228691177355004,1.0,0.8571989504409102,0.802540954352011,0.8225547117943678,0.8808306713812146,0.883806279220063,0.8508607639975644,0.3406764272563635,0.403925255916334,0.7983748134311125,0.7906389987925042,0.7908905229979798,0.8791841019111285,0.676240814373514,0.6553157021741617,0.8791841019111285,0.663135175193401,0.8040546545880951,0.6405707200814477,0.6417176983769658,0.6955987956801084,0.6914137740625694,0.8842110203938492,0.796631500139795,0.8031815212197183,0.8324867668457004,0.8699763931539986,0.8729839444750209,0.8855881081392865,0.8822450132939795,0.8605150849895259,0.6032168351669709,0.6032168714066825,0.2766569262089359,0.288895143370276,0.28526965066461224,0.6148826658293768
IN_PKTS,0.13599241839500492,0.39231041997814625,0.8571989504409102,1.0,0.7911676545213308,0.8132916348791966,0.8605935471807301,0.8607011683999319,0.8452083079624302,0.3931902416200281,0.452093559077516,0.8428301457842557,0.8226689349911712,0.8228981942295279,0.8399631534050092,0.5784936516457018,0.644641821900564,0.8399631534050092,0.6571716437181497,0.7934772592324877,0.6116274331385767,0.6111919402520722,0.7028541447542932,0.6985578622279746,0.8394645672027636,0.7826326925293816,0.8036685002723919,0.7639331617428814,0.8818101430724322,0.8854750379078405,0.8784475248134503,0.8606594629608192,0.8583779760868165,0.571647109063785,0.5716471479619172,0.16564104691520473,0.17571116541705148,0.1732599962992969,0.6185189625493216
OUT_BYTES,0.23082816248796187,0.11876406177659392,0.802540954352011,0.7911676545213308,1.0,0.8953615432592861,0.8650572817967993,0.8560075925412155,0.882085248718202,0.12333532830426353,0.1161698949124967,0.8241380492600281,0.63558405917325,0.6359379053240729,0.8459303522275237,0.6332729091051229,0.8282121473820978,0.8459303522275237,0.44291097777373434,0.8771073267580901,0.47531967189115304,0.47511716717585406,0.6921326989968757,0.6875307850027536,0.8337465290889075,0.8862536850153264,0.8658260285621692,0.6279294578965576,0.8884164298043101,0.888364954906218,0.8865759067220064,0.8693452664128681,0.8781891054182648,0.4113914037008182,0.4113914567439027,0.4542447666161234,0.4621374541803946,0.46505126850358247,0.604228484691975
OUT_PKTS,0.16809534038250687,0.13073918564019127,0.8225547117943678,0.8132916348791966,0.8953615432592861,1.0,0.8816326618120829,0.8775291856839228,0.8966844485147278,0.13629870434287653,0.12669985921964239,0.8498351915063732,0.6611930646815659,0.6615743901968291,0.8591063916006884,0.6050708139515125,0.7988851913575153,0.8591063916006884,0.4607823544287553,0.896565149984941,0.5003613064331296,0.4992873107943742,0.7213081748600199,0.7155002178387124,0.8349121954326656,0.8955447092085125,0.8749534503743794,0.635459536924413,0.9124915487591386,0.9143559722904953,0.9159902579520142,0.8835577486849403,0.9013115529173695,0.43934281776442025,0.43934287333952016,0.3965179264532479,0.4110911775667547,0.4079049692949016,0.6362683490823162
TCP_FLAGS,0.04600255237431459,0.16595273162725652,0.8808306713812146,0.8605935471807301,0.8650572817967993,0.8816326618120829,1.0,0.863586070698832,0.870253390090954,0.1757257926272669,0.20682335583525696,0.8516405817675647,0.7200440174712084,0.7204171436732357,0.8878392320175664,0.628972776186032,0.7273345248575251,0.8878392320175664,0.559777872467769,0.8648906524962745,0.5750898019360128,0.5745404791719203,0.7169250283738716,0.7116318482889528,0.87619099382291,0.8466281679062371,0.8590848090931601,0.7419071588266289,0.9166357124366027,0.9164351322552268,0.9210553580213919,0.8918846976068392,0.9022519796135019,0.5211277343302926,0.5211277764865062,0.2640949878830203,0.27834786459265864,0.2737396451883365,0.619002742852846
CLIENT_TCP_FLAGS,0.04292110751649627,0.18003371134305482,0.883806279220063,0.8607011683999319,0.8560075925412155,0.8775291856839228,0.863586070698832,1.0,0.8837729745462103,0.19184802988587032,0.22651650496696504,0.8413676165504341,0.7289473678836165,0.729272788881415,0.8869264518633254,0.6372271107308394,0.7215050027452795,0.8869264518633254,0.574610311335892,0.8557457429050639,0.5871976132772685,0.586648734881,0.7176722162250134,0.7121169964701548,0.8794102678456795,0.8485956864379022,0.8580497124413693,0.7613310406579558,0.9131336721049136,0.9127597585708591,0.9161221464145602,0.8898132860852623,0.8894456675194775,0.5359074988969992,0.5359075376067268,0.25303712765844133,0.2672578454677208,0.2623983982898123,0.6136084698988536
SERVER_TCP_FLAGS,0.0624903918530741,0.1681376154967421,0.8508607639975644,0.8452083079624302,0.882085248718202,0.8966844485147278,0.870253390090954,0.8837729745462103,1.0,0.17024577361060803,0.16322506194475941,0.8751013205134665,0.6983146439232776,0.698672763458616,0.8664998550397202,0.584739082863896,0.7427579863846625,0.8664998550397202,0.4913102566560108,0.8820742536910883,0.5166337988867272,0.5158074217890536,0.7177990767290823,0.7113455002895808,0.8433056907927963,0.8585331096278878,0.8926341307986623,0.6721163268256204,0.9291127164761033,0.9326143786729698,0.9291156818660394,0.8948072186254827,0.9110678694027972,0.45406377486340244,0.45406382812847623,0.29119382391415677,0.30453912650542037,0.3026600818917371,0.617104130926807
FLOW_DURATION_MILLISECONDS,0.29197097686074747,0.6981546357693472,0.3406764272563635,0.3931902416200281,0.12333532830426353,0.13629870434287653,0.1757257926272669,0.19184802988587032,0.17024577361060803,1.0,0.5865012237081949,0.1913163985716264,0.5406438466157495,0.5404203157843354,0.1950764757367222,0.14733626786469323,0.05506698536621221,0.1950764757367222,0.6190354396096218,0.12777325743704643,0.2038766430629298,0.20450623900526504,0.102454249108413,0.10118252504272077,0.20233603097828914,0.09698954496436354,0.2406823314812225,0.3776945758650225,0.2070719567927654,0.2094152641912271,0.17495715359406408,0.1814317409980881,0.21549484426056736,0.2133329285358776,0.21333291113995503,0.03076302932635825,0.031129099993371625,0.029784621563313417,0.07479575629143147
